Stock #,RapNet Lot #,Publish,Availability,Item Title,Description,Type,Style,Category,Condition,Shipping from,Price,Currency,Terms,MSRP,Available for Memo,No. Items in Stock,Minimum order,Free Worldwide Shipping,Delivery Time,Delivery Location,Delivery Location Price,Delivery Location Currency,Delivery Location Terms,Delivery Location MSRP,Delivery Location Time,Ring Size,Keywords,Brand,Designer,Jewelry Quality,Setting,Jewelry Weight,Metal Type,Metal Karat,Measurements,Jewelry Lab Name,Jewelry Lab Report,Gemstone Type,Gemstone Shape,Gemstone carat,Gemstone Description,Gemstone Lab,Gem Lab Report #,Gemstone Measurements,Gemstone Quantity,Gemstone Treatment,Gemstone Treatment Type,Gemstone Comment,Gemstone Synthetic,Supplier Comment,Manufacture Date,Availability comment,Image Type,Image File Name,Image Title,URL Type,URL Title,URL Link,Document Type,Document Filename,Document title
HJRNG220,345792,yes,yes,Illusion Emerald Cut Diamond Rings with Ruby Halo in 18K White Gold,"9pcs Piecut Emerald Cut Diamond 2.11Cts,  
32pcs Princess Cut Ruby 3.80Cts
18K White Gold Handmade Jewellery 8.31gms GW",Rings,"Engagement Ring, Bridal, Solitaire, Side Stones, Estate, Cluster, Cocktail, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,10000,USD,"Cash Advance, COD",11000,no,1,1,no,2,,,,,,,7,"Gems, Gemstones, Gemstone, Handmade Jewellery, Ruby, Rubies, Burma, Myanmar, Ring",,VN Diamonds,"Investment, Luxury, Fine",,8.31,White Gold,18K,,,,Diamond,Emerald,2.11,,None,,,9,,,,no,"9pcs Piecut Emerald Cut Diamond 2.11Cts,  
32pcs Princess Cut Ruby 3.80Cts
18K White Gold Handmade Jewellery 8.31gms GW",,,,Illusion Cut Diamond Ring with Princess Cut Ruby Halo II.jpg,Illusion Cut Diamond Ring with Princess Cut Ruby Halo in 18K White Gold,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Princess,3.8,,None,,,32,,,,no,,,,,Illusion Cut Diamond Ring with Princess Cut Ruby Halo.jpg,,,,,,,
HJRNG185,345625,yes,yes,Natural Burma Ruby of 4.01Cts 3 Stone Handmade Ring in PT950/18K White Gold,"1pc Burma H PB GRS OV 4.01Cts,               
2pc Cadillac Diamond 1.06Cts
18K/PT950 Handmade Ring 7.08gms GW
",Rings,"Engagement Ring, Bridal, Solitaire, Side Stones, Three Stone, Estate, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,62000,USD,"Cash Advance, COD",72000,no,1,1,no,3,,,,,,,7,"Gems, Gemstones, Gemstone, Handmade Jewellery, Ruby, Rubies, Burma, Myanmar, Ring",,VN Diamonds,"Luxury, Fine, Investment",,7.08,"Yellow Gold, Platinum",18K,10.43x7.98,,,Diamond,Other,1.06,,None,,,2,,,,no,"1pc Burma H PB GRS OV 4.01Cts,               
2pc Cadillac Diamond 1.06Cts
18K/PT950 Handmade Ring 7.08gms GW
",,,,4.01Cts Burma Ruby Ring II.jpg,401C Burma Ruby Heat Vivid Red Pigeon's Blood GRS,,,,Grading Report,4.01Cts Burma Heat H(a) Vivid Red Pigeon's Blood GRS Oval Shape.pdf,4.01Cts Burma Heat Vivid Red Pigeon's Blood GRSs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,4.01,,Other,,,1,,Heat Treated,,no,,,,,4.01Cts Burma Ruby Ring III.jpg,4.01Cts Burma Ruby Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01Cts Burma Ruby Ring IV.jpg,4.01Cs Vivid Red Burma Ruby Ring,,,,,,
HJRNG195,333715,yes,yes,9.51Cts Natural Burma Ruby Sugarloaf CD and Guild Certified Ruby Ring,"9.51Cts Natural Burma Ruby Sugarloaf CD and Guild Certified Ruby
Natural Heart Shape Rubies R 8pc/1.93Cts
Natural Triangle Shape Rosecut Diamonds D 8pc/1.47Cts 
Natural Round Diamonds 26pc/0.17Cts
18K White Gold  10.19gms
",Rings,"Engagement Ring, Bridal, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,33000,USD,"Cash Advance, COD",36000,no,1,1,yes,,,,,,,,,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Investment, Luxury, Fine",,10.19,"Yellow Gold, White Gold",18K,,,,Ruby,Cushion,9.51,,Other,,,,,Heat Treated,,no,9.51Cts Natural Burma Ruby Sugarloaf CD and Guild Certified Ruby Ring set with Natural Heart Shape Mozambique Rubies and Triangle Shape Rosecut Diamonds in 18K White and Yellow Gold Handmade Setting,,,,9.51Cts Burma Heat Sugarloaf Ruby Ring.jpeg,9.51Cts Natural Burma Ruby Sugarloaf CD and Guild Certified Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,9.51Cts Burma Heat Red Guild Sugarloaf.pdf,9.51Cts Natural Burma Ruby Sugarloaf Guild Certified Ruby
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grading Report,9.51Cts Burma Heat Intense Red CD Sugar Loaf Cushion Cabochon.pdf,9.51Cts Natural Burma Ruby Sugarloaf CD Cert
HJRNG213,398900,yes,yes,Tourmaline & Moon Stone Ring in 18K,"1pc Radiant Afgan Tourmaline 6.63Cts,                        
2pcs Rainbow MoonStone 2.88Cts,
18K 3.66gms
",Rings,"Engagement Ring, Bridal, Three Stone, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,4800,USD,"Cash Advance, COD",5000,no,1,1,no,2,,,,,,,,"Tourmaline, Ring, Artdeco, Cocktail, Jewellery, Handmade, Jewels, Diamond",,VN Diamonds,"Fine, Promotional",,5.56,White Gold,18K,,,,Moonstone,Trapezoid,2.88,,None,,,2,,,,no,"Tourmaline & Moon Stone Ring in 18K
1pc Radiant Afgan Tourmaline 6.63Cts,                        
2pcs Rainbow MoonStone 2.88Cts,
18K 3.66gms
",,,,EM Tor with MoonStone I.jpg,Tourmaline with MoonStone,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Emerald,6.63,,None,,,1,,,,no,,,,,,,,,,,,
HJERG291,440790,yes,yes,Fine Round Brilliant Emerald Hoops Earrings,"112pcs Round Brilliant Emeralds 2.60Cts
18K 6.08gms",Earrings,Hoop,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,5000,USD,"Cash Advance, COD",6000,no,,,no,,,,,,,,,"Emerald, Columbian, Ring, Gems, Gemstones, Gemstone Ring, ColumbianEmerald Ring, Investment, ",,HAR��NE JE,"Luxury, Fine, Investment",,6.6,Yellow Gold,18K,,,,,,,,,,,,,,,,"Fine Round Brilliant Emerald Hoops Earrings
112pcs Round Brilliant Emeralds 2.60Cts
18K 6.08gms
",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
HJRG120,245585,yes,yes,Columbian Emerald Ring,"3.31Cts Fine Columbian Emerald 
Internse to Vivid Green
Minor
GRS Certified Ring
PT900, D 1.79Cts
",Rings,"Engagement Ring, Bridal, Solitaire, Simple Band, Fashion, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,38000,USD,"Cash Advance, COD, Credit If Approved",,no,1,1,no,3,,,,,,,,Columbian Emerald Ring,Other,VN Diamonds,"Luxury, Fine, Investment",,,Platinum,Other,9.03x9.03x6.00,,,Emerald,Emerald,3.31,,Other,,,12,,,,no,"Fine Columbian Emerald, Intense to Vivid Green, Minor, Nice Color and Clarity, Ring available in Hong Kong, PT900 GRS Certified Ring",,,,3.31Cts CE Front View II.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31Cts Natural Columbian Emerald 1.79Cts Diamond Ring.jpeg,3.31Cts Columbian Emerald Ring,,,,,,
HJRNG140,392493,yes,yes,80pts D VS1 GIA Certified Portrait Cut Diamond Ring,"0.80Cts D VS1 GIA Portrait Cut,                                  
7pc Trillion Cut Diamonds 1.96Cts,
18K 2.61gms
",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,8500,USD,"Cash Advance, COD",9000,no,1,1,no,3,,,,,,,7,"Diamond, Triangle, Certified, Ring, Jewels, Jewellery, Designer",,VN Diamonds,"Luxury, Fine",,3,White Gold,18K,,,,Diamond,Trilliant,1.96,,None,,,7,,,,no,"0.80Cts D VS1 GIA Portrait Cut,                                  
7pc Trillion Cut Diamonds 1.96Cts,
18K 2.61gms
",,,,0.80Cts D VS1 TR Ring.jpg,80pts D VS1 GIA Triangle Portrait Cut,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.80Cts D VS1 VG VG N GIA TPC 6375596634.pdf,80pts D VS1 GIA TPC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Trilliant,,,GIA,6375596634,,,,,,no,,,,,,,,,,,,
HJRNG228,345626,yes,yes,18.00Cts Burma No Heat Deep Blue GRS Certified Cushion Shape Sapphire set in 18K White Gold,"1pc Burma No Heat Cushion Shape Sapphire 18.00Cts,      
8pcs Round Sapphire Cabs ,                   
16pcs Round Rosecut Diamonds
18K White Gold Handmade Ring 12.06gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Side Stones, Simple Band, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",,Hong Kong,200000,USD,"Cash Advance, COD",210000,no,1,1,no,3,,,,,,,7,"Burma, Sapphire, Cushion, Blue, Royalblue, VividBlue, Gems, Gemstones, Ring, Jewellery, Jewelry",,VN Diamonds,"Investment, Luxury, Fine",,12.06,White Gold,18K,19.67x15.97,,,Sapphire,Cushion,18,,Other,,,1,,,,no,"18.00Cts Burma No Heat Deep Blue GRS Certified Cushion Shape Sapphire
1pc Cushion Shape Sapphire 18.00Cts,      
8pcs Round Sapphire Cabs ,                   
16pcs Round Rosecut Diamonds
18K White Gold Handmade Ring 12.06gms
",,,,18Cts Burma Sapphire Ring.jpg,18Cts Burma NH Sappire,,,,Grading Report,18.00Cts Burma No Heat Deep Blue GRS Cushion Shape.pdf,18.00Cts Burma No Heat Deep Blue GRS Cushion Shape
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00Cts Burma Sapphire Ring III.jpg,18.00Cts Burma No Heat Deep Blue GRS Cushion Sapphire,,,,,,
HJCUF107,405274,yes,yes,Sleeping Beauty Turquoise Cufflinks in 18K,"2pcs Sleeping Beauty Turquoise 9.10Cts,                            
60pcs Round Brilliant Diamonds 0.43Cts,
18K 4.51gms
",Cuff Links,,"New, Bridal, Woman's, Men's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,2350,USD,"Cash Advance, COD",2500,no,1,1,no,2,,,,,,,,"SBT, Turquoise, Cufflinks, Handmade, Style, Men, Jewellery, Jewelry",,VN Diamonds,,,6.42,White Gold,18K,,,,Turquoise,Oval,9.1,,None,,,,,,,no,"Sleeping Beauty Turquoise Cufflinks in 18K
2pcs Sleeping Beauty Turquoise 9.10Cts,                            
60pcs Round Brilliant Diamonds 0.43Cts,
18K 4.51gms",,,,9.10Cts Turquoise Oval Carving Cufflinks.jpg,9.10Cts Turquoise Oval Carving Cufflinks,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.43,,None,,,60,,,,no,,,,,,,,,,,,
HJERG196,393479,yes,yes,Illusion Cut Diamond Earrings with Rubies in 18K Handmade,"9pcs Asscher PieCut Diamonds 0.634Cts,                         
9pcs Asscher PieCut Diamonds 0.534Cts,                         
48pcs Princess Cut Rubies 5.79Cts,
18K 6.43gms
",Earrings,"Drop, Linear, Dangle","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,4800,USD,"Cash Advance, COD",5000,no,1,1,no,2,,,,,,,,"Diamond, Earrings, Handmade, Jewellery, Jewels, Drops, Designer, Fashion",,VN Diamonds,"Luxury, Fine",,7.94,"White Gold, Gold",18K,,,,Diamond,Emerald,0.534,,,,,9,,,,no,"Illusion Cut Diamond Earrings with Rubies in 18K Handmade
9pcs Asscher PieCut Diamonds 0.634Cts,                         
9pcs Asscher PieCut Diamonds 0.534Cts,                         
48pcs Princess Cut Rubies 5.79Cts,
18K 6.43gms
",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.634,,None,,,9,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Princess,5.79,,,,,48,,,,no,,,,,,,,,,,,
HJERG277,405277,yes,yes,Designer Earrings with Fine Emerald & Diamonds in 18K,"42pc Diamond Cut Emeralds 2.07Cts,                    
142pcs Round Brilliant Diamonds 3.33Cts,
18K 12.55gms
",Earrings,"Drop, Dangle","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,6600,USD,"Cash Advance, COD",7000,no,1,1,no,2,,,,,,,,"VNDiamonds, Earrings, Columbian, Earrings, Emerald, Design, Designer",,VN Diamonds,"Investment, Luxury, Fine",,13.63,"Yellow Gold, White Gold",18K,,,,Diamond,Round,3.33,,None,,,142,,,,no,"Designer Earrings with Fine Emerald & Diamonds in 18K
42pc Diamond Cut Emeralds 2.07Cts,                    
142pcs Round Brilliant Diamonds 3.33Cts,
18K 12.55gms",,,,Round EM & Dia Earrings _imgupscaler.ai_General_8K (1).png,Emerald & Diamond Designer Earrings,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Round,2.07,,None,,,42,,Oiled,,no,,,,,,,,,,,,
HJCUF100,345622,yes,yes,Handmade Cufflinks using Sugarloaf Zambian Emeralds,"2pcs Sugarloaf Emeralds 11.27Cts
18K White Gold Handmade Jewellery 8.51gms GW
",Cuff Links,,"New, Bridal, Woman's, Men's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,12000,USD,"Cash Advance, COD",15000,no,1,1,no,3,,,,,,,,"Emerald, Gems, Gemstones, Emerald, Cabs, Cufflinks, Handmade Jewellery",,VN Diamonds,"Investment, Luxury, Fine",,8.51,White Gold,18K,,,,Emerald,Cushion,11.27,,None,,,2,,,,no,"2pcs Sugarloaf Emeralds 11.27Cts
18K White Gold Handmade Jewellery 8.51gms GW",,,,Emerald Cufflinks.jpg,Emerald Sugarloaf Cufflinks,,,,,,
HJRNG240,392565,yes,yes,Natural Fancy Color Diamond Ring in 18K,"1pc Fancy Color Radiant Diamond 1.02Cts,      
4pcs Rosecut Trillian Diamonds 0.37Cts,       
20pcs Yellow Round Diamonds 0.087Cts,                
44pcs Round Brilliant Diamonds 0.11Cts,
18K 4.03gms


",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Other, Engagement",New,Hong Kong,1500,USD,"Cash Advance, COD",1800,no,1,1,no,3,,,,,,,,"Diamond, Ring, Jewellery, Jewels, Fancy, Handmade, Designer",,VN Diamonds,"Promotional, Commercial",,4.35,"Yellow Gold, White Gold",18K,,,,Diamond,Radiant,1.02,,None,,,1,,,,no,"1pc Fancy Color Radiant Diamond 1.02Cts,      
4pcs Rosecut Trillian Diamonds 0.37Cts,       
20pcs Yellow Round Diamonds 0.087Cts,                
44pcs Round Brilliant Diamonds 0.11Cts,
18K 4.03gms",,,,1Cts Yellow Brown Radiant Diamond Ring.jpeg,Natural Fancy Color Diamond Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
HJNKL137,405897,yes,yes,Star & Rosecut Diamond Necklace in 18K ,"5pcs Star PieCut Diamonds 0.14Cts,                
1pc Triangle Shape Diamond 0.16Cts,
18K 2.26gms
",Necklaces,Other Link,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Set",New,Hong Kong,800,USD,"Cash Advance, COD",850,no,1,1,no,2,,,,,,,,"VN Diamonds, Necklace, Diamond, Design, Designer, Handmade",,VN Diamonds,"Luxury, Fine",,2.32,Yellow Gold,18K,,,,Diamond,Trilliant,0.16,,None,,,1,,,,no,"Star & Rosecut Diamond Necklace in 18K 
5pcs Star PieCut Diamonds 0.14Cts,                
1pc Triangle Shape Diamond 0.16Cts,
18K 2.26gms",,,,Image_20250703134720_783_5.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Other,0.14,,None,,,5,,,,no,,,,,,,,,,,,
HJNKL143,405898,yes,yes,Tourmaline Beads Necklace in 18K,"Tourmaline Beads 64.86Cts
18K 1.93gms",Necklaces,"Riviera, Other Link","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,3500,USD,"Cash Advance, COD",4000,no,1,1,no,2,,,,,,,,,,VN Diamonds,"Luxury, Fine",,14.9,Yellow Gold,18K,,,,Tourmaline,Briolette,64.86,,None,,,,,,,no,"Tourmaline Beads Necklace in 18K
Tourmaline Beads 64.86Cts
18K 1.93gms",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
HJRNG259,398854,yes,yes,Ascher Cut Diamond Ring,"0.71Cts D SI2 GIA Asscher Cut,                                     
81pcs Round Brilliant Diamonds 0.35Cts,
18K 2.96gms
",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,2500,USD,"Cash Advance, COD",2700,no,1,1,no,2,,,,,,,,"Ruby, Ring, Jewellery, Jewelry, Investment, Finejewellery, Diamond, Design, Designer",,VN Diamonds,"Luxury, Fine",,,White Gold,18K,,,,Diamond,Asscher,0.71,,GIA,5212710356,,1,,,,no,"Ascher Cut Diamond Ring
0.71Cts D SI2 GIA Asscher Cut,                                     
81pcs Round Brilliant Diamonds 0.35Cts,
18K 2.96gms",,,,0.71Cts D SI2 GIA Ascher Ring.jpg,0.71Cts D SI2 GIA Ascher Cut,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
HJRNG190,393676,yes,yes,Natural Burma Ruby Cab Ring with Rosecut Diamonds in 18K,"1pc Burma Ruby Cab 5.91Cts,                                   
58pcs Ruby Round Brilliant 0.34Cts,                              
38pcs Round Brilliant 0.52Cts,                                         
3pcs Marquise Rosecut 0.10Cts,                     
14pcs Pear Rosecut Diam 0.67Cts,
18K 9.58gms
",Rings,"Engagement Ring, Bridal, Estate, Vintage/Antique, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Set, Engagement",New,Hong Kong,21000,USD,"Cash Advance, COD",22000,no,1,1,no,2,,,,,,,,"Burma, Ruby, Pigeon's Blood, Vivid Red, Ring, Jewellery, Handmade, Designer",,VN Diamonds,"Luxury, Fine",,11.09,"Yellow Gold, White Gold, Gold",18K,,,,Diamond,Marquise,0.1,,None,,,3,,,,no,"Natural Burma Ruby Cab Ring with Rosecut Diamonds in 18K
1pc Burma Ruby Cab 5.91Cts,                                   
58pcs Ruby Round Brilliant 0.34Cts,                              
38pcs Round Brilliant 0.52Cts,                                         
3pcs Marquise Rosecut 0.10Cts,                     
14pcs Pear Rosecut Diam 0.67Cts,
18K 9.58gms",,,,5.91Cts Burma Ruby Cab & Rosecut Diamonds II.jpg,5.91Cts Burma Ruby Cab Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,0.67,,None,,,14,,,,no,,,,,5.91Cts Burma Ruby Cab & Rosecut Diamonds III.jpg,Burma Ruby Cab & Rosecut Diamond Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.52,,None,,,38,,,,no,,,,,5.91Cts Burma Ruby Cab & Rosecut Diamonds.jpg,5.91Cts Burma Ruby Cab Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Round,0.34,,None,,,58,,Heat Treated,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,5.91,,Other,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJBRCT126,391977,yes,yes,20pts Emerald Cut Tennis Bracelet ,"58pcs Emerald Cut Diamond 11.42Cts
18K 11.87gms",Bracelets,Tennis,"New, Engagement, Bridal, Men's, Designer Jewelry, Youth, Fashion Jewelry",New,Hong Kong,15000,USD,"Cash Advance, COD",16000,no,1,1,no,3,,,,,,,,"Diamond, Bracelet, Tennis bracelet, Jewellery, Handmade, Luxury, Investment",,VN Diamonds,,,14.15,White Gold,18K,,,,Diamond,Emerald,11.42,,None,,,58,,,,no,"58pcs Emerald Cut Diamond 11.42Cts
18K 11.87gms",,,,e72900f0-5c14-4e35-b15b-165e10d50c97.jpg,Emerald Cut Tennis Bracelet,,,,,,
HJRNG168,398898,yes,yes,Mozambique Ruby Ring with Rosecut Diamond Halo,"1.60Cts Mozambique Heat Vivid Red Guild,                                        
10pcs Round Rosecut Diam 0.50Cts,
18K 4.25gms
",Rings,"Engagement Ring, Bridal, Cluster, Cocktail, Women, Halo","New, Engagement, Bridal, Woman's, Designer Jewelry, Youth, Art Deco",New,Hong Kong,5500,USD,"Cash Advance, COD",6000,no,1,1,no,2,,,,,,,,"Ruby, Ring, Jewellery, Jewelry, Ruby Ring, Investment, Finejewellery, Burma, Burma Ruby",,VN Diamonds,"Luxury, Fine",,4.67,"White Gold, Yellow Gold",18K,,,,Diamond,Rose,0.5,,None,,,10,,,,no,"Mozambique Ruby Ring with Rosecut Diamond Halo
1.60Cts Mozambique Heat Vivid Red Guild,                                        
10pcs Round Rosecut Diam 0.50Cts,
18K 4.25gms
",,,,KellettBall1a.jpg,Rosecut Diamond Halo Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,1.6,,Other,,,1,,Heat Treated,,no,,,,,KellettBall1b.jpg,Diamond Halo Ruby Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kellett Ball Mozambique Ruby Ring.jpg,Mozambique Ruby Ring,,,,,,
HJRNG173,398858,yes,yes,11.87Cts Mozambique Ruby Ring,"1pc Mozambique Heat Red GRS 11.87Cts,                                                
2pcs Trapezoid Diamonds 0.76Cts,             
Round Brilliant Diamonds 0.48Cts,
18K 4.30gms
",Rings,"Engagement Ring, Bridal, Three Stone, Cluster, Women, Estate",,New,Hong Kong,27000,USD,"Cash Advance, COD",28000,no,1,1,no,2,,,,,,,,"Ruby, Ring, Jewellery, Jewelry, Ruby Ring, Investment, Finejewellery, Burma, Burma Ruby",,VN Diamonds,"Luxury, Fine",,6.93,"Yellow Gold, White Gold",18K,,,,Diamond,Round,0.48,,None,,,,,,,no,"11.87Cts Mozambique Ruby Ring
1pc Mozambique Heat Red GRS 11.87Cts,                                                
2pcs Trapezoid Diamonds 0.76Cts,             
Round Brilliant Diamonds 0.48Cts,
18K 4.30gms
",,,,11.87Cts Mozambique Heat Ruby Ring II.jpeg,11.87Cts Mozambique Ruby Ring,,,,Grading Report,11.87Cts Mozambique Heat H(b) Red GRS Cushion Shape.pdf,11.87Cts Mozambique Ruby GRS
